date,close,change,pct,open,high,low,volume,fetch_time
2025-05-02,3231.90,21.90,0.68,3239.90,3257.00,3225.00,1349,
2025-05-05,3311.30,79.40,2.46,3242.70,3315.70,3239.70,244,
2025-05-06,3411.40,100.10,3.02,3365.50,3430.90,3356.80,2357,
2025-05-07,3381.40,-30.00,-0.88,3418.70,3418.70,3364.70,1080,
2025-05-08,3296.60,-84.80,-2.51,3390.00,3390.00,3288.70,200,
2025-05-09,3335.40,38.80,1.18,3299.00,3335.50,3299.00,216,
2025-05-12,3220.00,-115.40,-3.46,3300.70,3300.70,3205.00,886,
2025-05-13,3240.30,20.30,0.63,3232.00,3251.40,3223.50,2424,
2025-05-14,3181.40,-58.90,-1.82,3233.00,3233.00,3171.70,3518,
2025-05-15,3220.70,39.30,1.24,3151.00,3228.10,3125.00,652,
2025-05-16,3182.00,-38.70,-1.20,3227.70,3228.10,3173.90,199,
2025-05-19,3228.90,46.90,1.47,3234.40,3241.00,3228.30,266,
2025-05-20,3280.30,51.40,1.59,3219.00,3293.20,3207.50,356,
2025-05-21,3309.30,29.00,0.88,3293.40,3317.50,3290.20,979,
2025-05-22,3292.30,-17.00,-0.51,3327.30,3328.00,3282.70,1210,
2025-05-23,3363.60,71.30,2.17,3328.00,3363.60,3323.50,47,
2025-05-27,3299.10,-64.50,-1.92,3332.50,3341.00,3296.30,189,
2025-05-28,3293.60,-5.50,-0.17,3293.60,3293.60,3293.60,127758,
2025-05-29,3317.10,23.50,0.71,3283.70,3328.80,3242.40,24370,
2025-05-30,3288.90,-28.20,-0.85,3315.10,3318.00,3270.90,2213,
2025-06-02,3370.60,81.70,2.48,3296.90,3380.80,3296.90,976,
2025-06-03,3350.20,-20.40,-0.61,3385.10,3390.00,3331.30,6410,
2025-06-04,3373.50,23.30,0.70,3355.00,3380.00,3344.00,207,
2025-06-05,3350.70,-22.80,-0.68,3371.50,3400.00,3343.70,731,
2025-06-06,3322.70,-28.00,-0.84,3364.30,3364.30,3306.00,81,
2025-06-09,3332.10,9.40,0.28,3315.60,3334.60,3290.00,1887,
2025-06-10,3320.90,-11.20,-0.34,3302.00,3344.30,3302.00,65,
2025-06-11,3321.30,0.40,0.01,3328.00,3356.00,3321.30,2106,
2025-06-12,3380.90,59.60,1.79,3363.00,3395.90,3353.40,1818,
2025-06-13,3431.20,50.30,1.49,3407.30,3444.00,3407.30,499,
2025-06-16,3396.40,-34.80,-1.01,3442.00,3442.00,3385.40,480,
2025-06-17,3386.60,-9.80,-0.29,3398.30,3398.30,3376.10,1477,
2025-06-18,3389.80,3.20,0.09,3385.30,3391.90,3365.10,0,
2025-06-20,3368.10,-21.70,-0.64,3350.00,3372.90,3341.00,709,
2025-06-23,3377.70,9.60,0.29,3365.90,3387.90,3350.00,30,
2025-06-24,3317.40,-60.30,-1.79,3358.00,3358.00,3301.00,538,
2025-06-25,3327.10,9.70,0.29,3321.60,3331.20,3310.60,373,
2025-06-26,3333.50,6.40,0.19,3332.40,3333.50,3332.40,2058,
2025-06-27,3273.70,-59.80,-1.79,3318.70,3318.70,3253.80,284,
2025-06-30,3294.40,20.70,0.63,3265.90,3306.90,3262.00,1242,
2025-07-01,3336.70,42.30,1.28,3310.10,3354.10,3310.10,371,
2025-07-02,3348.00,11.30,0.34,3329.00,3357.50,3329.00,39,
2025-07-03,3331.60,-16.40,-0.49,3362.00,3362.00,3322.30,0,
2025-07-04,3332.50,0.90,0.03,3342.00,3342.00,3332.50,0,
2025-07-07,3332.20,-0.30,-0.01,3305.50,3333.30,3299.20,254,
2025-07-08,3307.00,-25.20,-0.76,3330.40,3334.50,3287.60,909,
2025-07-09,3311.60,4.60,0.14,3289.40,3314.00,3282.00,114,
2025-07-10,3317.40,5.80,0.18,3323.60,3330.50,3311.60,209,
2025-07-11,3356.00,38.60,1.16,3330.50,3370.00,3330.50,776,
2025-07-14,3351.50,-4.50,-0.13,3367.00,3375.50,3350.00,583,
2025-07-15,3329.80,-21.70,-0.65,3341.00,3341.00,3329.80,210,
2025-07-16,3352.50,22.70,0.68,3341.20,3352.90,3329.50,10,
2025-07-17,3340.10,-12.40,-0.37,3313.80,3340.80,3313.80,667,
2025-07-18,3353.00,12.90,0.39,3338.20,3353.00,3338.20,602,
2025-07-21,3401.90,48.90,1.46,3350.30,3411.70,3350.30,53,
2025-07-22,3439.20,37.30,1.10,3411.00,3441.00,3395.60,39,
2025-07-23,3394.10,-45.10,-1.31,3430.30,3433.90,3388.10,63,
2025-07-24,3371.00,-23.10,-0.68,3367.00,3371.00,3367.00,1175,
2025-07-25,3334.00,-37.00,-1.10,3344.00,3345.00,3326.50,67,
2025-07-28,3309.10,-24.90,-0.75,3326.60,3326.80,3309.10,533,
2025-07-29,3323.40,14.30,0.43,3323.40,3323.40,3323.40,113144,
2025-07-30,3295.80,-27.60,-0.83,3325.80,3331.80,3263.90,19252,
2025-07-31,3293.20,-2.60,-0.08,3272.90,3312.00,3272.90,3704,
2025-08-01,3347.70,54.50,1.65,3286.20,3360.60,3281.00,3420,
2025-08-04,3374.40,26.70,0.80,3367.60,3386.50,3347.40,351,
2025-08-05,3381.90,7.50,0.22,3378.50,3387.20,3351.20,915,
2025-08-06,3380.00,-1.90,-0.06,3380.70,3383.30,3361.30,1492,
2025-08-07,3400.30,20.30,0.60,3384.90,3422.90,3384.90,5464,
2025-08-08,3439.10,38.80,1.14,3438.80,3477.00,3402.50,7657,
2025-08-11,3353.10,-86.00,-2.50,3383.90,3383.90,3349.20,1488,
2025-08-12,3348.90,-4.20,-0.13,3356.20,3356.20,3330.10,1611,
2025-08-13,3358.70,9.80,0.29,3358.80,3363.40,3358.70,1011,
2025-08-14,3335.20,-23.50,-0.70,3346.80,3356.00,3328.90,592,
2025-08-15,3336.00,0.80,0.02,3346.80,3346.80,3335.90,1185,
2025-08-18,3331.70,-4.30,-0.13,3333.50,3347.80,3331.70,646,
2025-08-19,3313.40,-18.30,-0.55,3330.20,3343.50,3313.40,1655,
2025-08-20,3343.40,30.00,0.91,3310.60,3343.50,3310.10,1213,
2025-08-21,3336.90,-6.50,-0.19,3349.40,3349.40,3326.50,142,
2025-08-22,3374.40,37.50,1.12,3349.40,3377.70,3349.40,1240,
2025-08-25,3373.80,-0.60,-0.02,3366.00,3378.00,3366.00,1044,
2025-08-26,3388.60,14.80,0.44,3378.90,3396.50,3371.10,905,
2025-08-27,3404.60,16.00,0.47,3397.00,3404.60,3382.00,3222,
2025-08-28,3431.80,27.20,0.80,3409.00,3434.60,3400.00,1035,
2025-08-29,3473.70,41.90,1.22,3432.50,3475.60,3426.60,0,
2025-09-02,3549.40,75.70,2.18,3485.70,3559.20,3485.70,658,
2025-09-03,3593.20,43.80,1.23,3554.80,3593.70,3553.20,72,
2025-09-04,3565.80,-27.40,-0.76,3549.90,3573.60,3549.90,237,
2025-09-05,3613.20,47.40,1.33,3567.80,3613.20,3567.80,925,
2025-09-08,3638.10,24.90,0.69,3594.50,3641.00,3590.00,97,
2025-09-09,3643.30,5.20,0.14,3647.10,3670.40,3627.80,535,
2025-09-10,3643.60,0.30,0.01,3625.00,3655.40,3620.80,136,
2025-09-11,3636.90,-6.70,-0.18,3632.90,3636.90,3618.40,307,
2025-09-12,3649.40,12.50,0.34,3655.50,3656.80,3643.00,1300,
2025-09-15,3682.20,32.80,0.90,3640.00,3686.40,3635.10,210,
2025-09-16,3688.90,6.70,0.18,3681.40,3698.60,3681.40,373,
2025-09-17,3681.80,-7.10,-0.19,3669.00,3685.20,3661.60,183,
2025-09-18,3643.70,-38.10,-1.03,3654.60,3667.40,3637.00,80,
2025-09-19,3671.50,27.80,0.76,3659.00,3685.90,3658.20,211,
2025-09-22,3740.70,69.20,1.88,3688.20,3748.20,3688.00,410,
2025-09-23,3780.60,39.90,1.07,3747.00,3786.00,3740.00,627,
2025-09-24,3732.10,-48.50,-1.28,3769.80,3772.50,3732.10,588,
2025-09-25,3736.90,4.80,0.13,3742.80,3756.00,3724.70,1899,
2025-09-26,3775.30,38.40,1.03,3775.30,3775.30,3775.30,19308,
2025-09-29,3820.90,45.60,1.21,3754.80,3827.60,3754.80,8860,
2025-09-30,3840.80,19.90,0.52,3827.50,3865.50,3793.40,1611,
2025-10-01,3867.50,26.70,0.70,3863.50,3891.90,3853.30,1778,
2025-10-02,3839.70,-27.80,-0.72,3856.20,3888.60,3823.70,3418,
2025-10-03,3880.80,41.10,1.07,3855.20,3886.80,3853.70,392,
2025-10-06,3948.50,67.70,1.74,3931.30,3960.00,3926.80,1267,
2025-10-07,3976.60,28.10,0.71,3959.40,3981.50,3940.00,2903,
2025-10-08,4043.30,66.70,1.68,3987.20,4049.20,3987.20,2179,
2025-10-09,3946.30,-97.00,-2.40,4011.20,4046.20,3940.00,3130,
2025-10-10,3975.90,29.60,0.75,3957.00,4012.00,3945.50,1697,
2025-10-13,4108.60,132.70,3.34,4016.00,4111.00,4016.00,1697,
2025-10-14,4138.70,30.10,0.73,4131.70,4160.10,4085.80,2424,
2025-10-15,4176.90,38.20,0.92,4145.00,4210.60,4145.00,3287,
2025-10-16,4280.20,103.30,2.47,4198.80,4307.00,4196.60,4705,
2025-10-17,4189.90,-90.30,-2.11,4354.70,4358.00,4182.20,4060,
2025-10-20,4336.40,146.50,3.50,4244.10,4356.60,4214.60,1750,
2025-10-21,4087.70,-248.70,-5.74,4332.70,4332.70,4087.70,2943,
2025-10-22,4044.40,-43.30,-1.06,4109.70,4148.50,4006.00,1237,
2025-10-23,4125.50,81.10,2.01,4078.40,4136.80,4070.70,354,
2025-10-24,4118.40,-7.10,-0.17,4117.50,4120.60,4074.90,123,
2025-10-27,4001.90,-116.50,-2.83,4060.00,4078.60,3971.30,220,
2025-10-28,3966.20,-35.70,-0.89,3929.70,3966.20,3923.60,219,
2025-10-29,3983.70,17.50,0.44,3983.70,3983.70,3983.70,1344,
2025-10-30,4001.30,17.60,0.44,3960.00,4027.20,3913.70,935,
2025-10-31,3982.20,-19.10,-0.48,4034.50,4034.50,3976.60,559,
2025-11-03,4000.30,18.10,0.45,3976.20,4020.00,3959.00,0,
2025-11-04,3947.70,-52.60,-1.31,3994.20,3995.40,3927.40,657,
2025-11-05,3980.30,32.60,0.83,3929.90,3983.50,3929.90,559,
2025-11-06,3979.90,-0.40,-0.01,4004.00,4007.50,3979.90,650,
2025-11-07,3999.40,19.50,0.49,3980.80,3999.40,3980.80,245,
2025-11-10,4111.80,112.40,2.81,4060.00,4111.80,4060.00,189,
2025-11-11,4106.80,-5.00,-0.12,4140.10,4140.10,4106.80,569,
2025-11-12,4204.40,97.60,2.38,4115.60,4204.40,4102.90,396,
2025-11-13,4186.90,-17.50,-0.42,4228.70,4228.70,4163.70,167,
2025-11-14,4087.60,-99.30,-2.37,4197.70,4197.90,4047.00,483,
2025-11-17,4068.30,-19.30,-0.47,4070.00,4099.50,4019.40,1552,
2025-11-18,4061.30,-7.00,-0.17,4037.40,4063.40,4035.60,1375,
2025-11-19,4077.70,16.40,0.40,4086.10,4122.70,4072.00,486,
2025-11-20,4056.50,-21.20,-0.52,4045.00,4090.40,4040.20,202,
2025-11-21,4076.70,20.20,0.50,4031.80,4085.20,4031.80,171,
2025-11-24,4091.90,15.20,0.37,4060.50,4091.90,4060.50,591,
2025-11-25,4139.20,47.30,1.16,4139.20,4139.20,4139.20,132704,
2025-11-26,4165.20,26.00,0.63,4128.60,4171.00,4127.50,25088,
2025-11-28,4218.30,53.10,1.27,4163.40,4223.90,4140.00,3615,
2025-12-01,4239.30,21.00,0.50,4218.50,4262.10,4214.90,913,
2025-12-02,4186.60,-52.70,-1.24,4230.50,4230.50,4167.00,366,
2025-12-03,4199.30,12.70,0.30,4215.70,4234.10,4195.70,1897,
2025-12-04,4211.80,12.50,0.30,4211.00,4211.80,4175.00,616,
2025-12-05,4212.90,1.10,0.03,4204.10,4255.70,4194.50,533,
2025-12-08,4187.20,-25.70,-0.61,4205.50,4215.80,4175.50,318,
2025-12-09,4206.70,19.50,0.47,4190.70,4219.70,4177.70,660,
2025-12-10,4196.40,-10.30,-0.24,4209.00,4234.50,4183.60,692,
2025-12-11,4285.50,89.10,2.12,4224.00,4286.90,4214.30,528,
2025-12-12,4300.10,14.60,0.34,4276.40,4355.00,4260.00,1531,
2025-12-15,4306.70,6.60,0.15,4308.30,4349.20,4292.90,854,
2025-12-16,4304.50,-2.20,-0.05,4270.50,4321.40,4270.50,1796,
2025-12-17,4347.50,43.00,1.00,4308.50,4351.40,4308.50,2169,
2025-12-18,4339.50,-8.00,-0.18,4331.00,4348.10,4328.20,705,
2025-12-19,4361.40,21.90,0.50,4350.10,4361.40,4350.10,1065,
2025-12-22,4444.60,83.20,1.91,4371.10,4447.60,4371.10,449,
2025-12-23,4482.80,38.20,0.86,4503.30,4503.80,4450.40,694,
2025-12-24,4480.60,-2.20,-0.05,4500.70,4503.40,4468.40,500,
2025-12-26,4529.10,48.50,1.08,4512.00,4556.30,4502.00,263,
2025-12-29,4325.10,-204.00,-4.50,4371.50,4379.00,4325.10,2044,
2025-12-30,4370.10,45.00,1.04,4346.40,4403.60,4338.00,1837,
2025-12-31,4325.60,-44.50,-1.02,4333.50,4363.80,4285.00,785,
2026-01-02,4314.40,-11.20,-0.26,4350.60,4350.60,4314.40,589,
2026-01-05,4436.90,122.50,2.84,4386.70,4443.50,4384.80,618,
2026-01-06,4482.20,45.30,1.02,4449.70,4482.20,4449.00,459,
2026-01-07,4449.30,-32.90,-0.73,4450.00,4450.00,4449.30,972,
2026-01-08,4449.70,0.40,0.01,4460.20,4461.30,4418.00,2423,
2026-01-09,4490.30,40.60,0.91,4473.00,4490.30,4473.00,237,
2026-01-12,4604.30,114.00,2.54,4579.10,4620.00,4577.80,156,
2026-01-13,4589.20,-15.10,-0.33,4578.60,4617.10,4578.60,239,
2026-01-14,4626.30,37.10,0.81,4610.30,4635.00,4608.20,1313,
2026-01-15,4616.30,-10.00,-0.22,4612.90,4616.30,4612.90,4358,
2026-01-16,4588.40,-27.90,-0.60,4608.00,4608.00,4588.40,352,
2026-01-20,4759.60,171.20,3.73,4662.20,4764.00,4661.80,175,
2026-01-21,4831.80,72.20,1.52,4863.50,4872.30,4771.50,1706,
2026-01-22,4908.80,77.00,1.59,4791.90,4908.80,4791.90,1175,
2026-01-23,4976.20,67.40,1.37,4949.60,4976.20,4936.00,169,
2026-01-26,5079.70,103.50,2.08,5081.50,5095.60,5052.20,180,
2026-01-27,5079.90,0.20,0.00,5079.90,5079.90,5079.90,34,
2026-01-28,5301.60,221.70,4.36,5301.60,5301.60,5301.60,112054,
2026-01-29,5318.40,16.80,0.32,5415.70,5586.20,5097.50,23709,
2026-01-30,4713.90,-604.50,-11.37,5376.40,5440.50,4700.00,8374,
2026-02-02,4622.50,-91.40,-1.94,4807.70,4855.80,4400.00,3588,
2026-02-03,4903.70,281.20,6.08,4680.00,4984.60,4674.30,1213,
2026-02-04,4920.40,16.70,0.34,4923.30,5082.20,4897.90,3886,
2026-02-05,4861.40,-59.00,-1.20,5008.70,5012.30,4786.00,793,
2026-02-06,4951.20,89.80,1.85,4762.00,4958.50,4655.00,1386,
2026-02-09,5050.90,99.70,2.01,5017.40,5065.70,4979.10,170,
2026-02-10,5003.80,-47.10,-0.93,5013.50,5029.00,5002.70,281,
2026-02-11,5071.60,67.80,1.35,5049.90,5111.30,5041.30,2681,
2026-02-12,4923.70,-147.90,-2.92,5060.40,5078.10,4892.00,484,
2026-02-13,5022.00,98.30,2.00,4953.00,5043.90,4946.20,232,
2026-02-17,4882.90,-139.10,-2.77,5020.00,5020.00,4847.80,540,
2026-02-18,4986.50,103.60,2.12,4872.20,4987.00,4869.50,544,
2026-02-19,4975.90,-10.60,-0.21,5014.70,5014.70,4975.90,37,
2026-02-20,5059.30,83.40,1.68,5039.50,5072.70,5039.50,134,
2026-02-23,5204.70,145.40,2.87,5120.30,5211.60,5120.30,779,
2026-02-24,5155.80,-48.90,-0.94,5158.80,5159.00,5112.70,88,
2026-02-25,5206.40,50.60,0.98,5166.00,5206.40,5166.00,1772,
2026-02-26,5176.50,-29.90,-0.57,5177.20,5199.20,5143.90,1520,
2026-02-27,5230.50,54.00,1.04,5186.70,5280.00,5176.70,354,
2026-03-02,5294.40,63.90,1.22,5346.60,5405.00,5266.30,72,
2026-03-03,5107.40,-187.00,-3.53,5298.70,5303.80,5023.00,1776,
2026-03-04,5120.20,12.80,0.25,5130.70,5180.20,5117.20,679,
2026-03-05,5065.30,-54.90,-1.07,5169.50,5169.50,5054.70,1701,
2026-03-06,5146.10,80.80,1.60,5121.00,5146.10,5076.10,148,
2026-03-09,5091.50,-54.60,-1.06,5155.00,5160.60,5077.70,639,
2026-03-10,5229.70,138.20,2.71,5138.20,5229.70,5137.60,4300,
2026-03-11,5167.40,-62.30,-1.19,5190.80,5191.30,5167.40,633,
2026-03-12,5115.80,-51.60,-1.00,5137.20,5137.20,5115.80,410,
2026-03-13,5052.50,-63.30,-1.24,5089.60,5117.00,5009.50,479,
2026-03-16,4994.00,-58.50,-1.16,5001.60,5010.60,4994.00,130,
2026-03-17,5001.00,7.00,0.14,5017.60,5017.60,4994.20,239,
2026-03-18,4889.90,-111.10,-2.22,4949.60,4949.60,4821.70,1461,
2026-03-19,4600.70,-289.20,-5.91,4830.30,4830.30,4554.00,627,
2026-03-20,4570.40,-30.30,-0.66,4686.90,4686.90,4570.40,235,
2026-03-23,4404.10,-166.30,-3.64,4353.00,4480.40,4100.80,544,
2026-03-24,4399.30,-4.80,-0.11,4338.70,4399.30,4325.20,378,
2026-03-25,4549.80,150.50,3.42,4549.00,4551.90,4541.80,388,
2026-03-26,4375.50,-174.30,-3.83,4441.50,4443.10,4375.50,1070,
2026-03-27,4492.00,116.50,2.66,4492.00,4492.00,4492.00,74348,
2026-03-30,4526.00,34.00,0.76,4482.80,4579.10,4413.40,10816,
2026-03-31,4647.60,121.60,2.69,4510.00,4684.10,4508.60,4264,
2026-04-01,4783.20,135.60,2.92,4668.40,4789.10,4668.00,1637,
2026-04-02,4651.50,-131.70,-2.75,4764.90,4784.40,4558.90,0,
2026-04-06,4656.80,5.30,0.11,4656.10,4689.60,4605.00,148,
2026-04-07,4657.10,0.30,0.01,4624.90,4676.30,4608.00,327,
2026-04-08,4749.50,92.40,1.98,4760.00,4851.00,4738.80,405,
2026-04-09,4792.20,42.70,0.90,4711.00,4799.10,4711.00,1277,
2026-04-10,4761.90,-30.30,-0.63,4745.90,4791.00,4744.90,812,
2026-04-13,4742.40,-19.50,-0.41,4704.00,4742.40,4704.00,32,
2026-04-14,4825.00,82.60,1.74,4770.10,4841.60,4770.10,288,
2026-04-15,4800.00,-25.00,-0.52,4843.60,4843.60,4798.00,182,
2026-04-16,4785.40,-14.60,-0.30,4810.90,4810.90,4785.40,805,
2026-04-17,4857.60,72.20,1.51,4771.60,4879.70,4767.20,1902,
2026-04-20,4806.60,-51.00,-1.05,4793.90,4811.00,4770.00,724,
2026-04-21,4698.40,-108.20,-2.25,4698.40,4705.00,4676.40,1197,
2026-04-22,4732.50,34.10,0.73,4754.20,4754.20,4732.50,765,
2026-04-23,4705.10,-27.40,-0.58,4711.50,4732.40,4705.10,292,
2026-04-24,4722.30,17.20,0.37,4695.00,4722.30,4657.50,45,
2026-04-27,4675.40,-46.90,-0.99,4707.60,4711.10,4675.40,538,
2026-04-28,4591.50,-83.90,-1.79,4680.90,4680.90,4591.50,2660,
2026-04-29,4545.20,-46.30,-1.01,4598.60,4601.60,4515.70,507,
2026-04-30,4614.70,69.50,1.53,4561.90,4636.70,4561.90,77,
2026-05-01,4629.90,15.20,0.33,4636.70,4636.70,4581.70,113,
2026-05-04,4519.50,-110.40,-2.38,4581.20,4581.20,4512.70,20,
2026-05-05,4555.80,36.30,0.80,4547.60,4580.50,4547.60,426,
2026-05-06,4681.90,126.10,2.77,4663.60,4712.60,4663.60,212,
2026-05-07,4699.80,17.90,0.38,4704.80,4736.20,4699.80,254,
2026-05-08,4720.40,20.60,0.44,4714.40,4724.80,4713.60,120,
2026-05-11,4718.70,-1.70,-0.04,4729.50,4729.50,4718.70,36,
2026-05-12,4677.60,-41.10,-0.87,4762.20,4765.20,4677.60,93,
2026-05-13,4697.70,20.10,0.43,4722.70,4722.70,4679.50,228,
2026-05-14,4678.10,-19.60,-0.42,4678.10,4678.10,4650.30,5,
2026-05-15,4555.80,-122.30,-2.61,4615.20,4615.20,4524.30,607,
2026-05-18,4552.50,-3.30,-0.07,4563.00,4570.30,4538.70,38,
2026-05-19,4506.30,-46.20,-1.01,4551.70,4552.60,4506.20,875,
2026-05-20,4531.30,25.00,0.55,4502.60,4531.30,4465.10,981,
2026-05-21,4539.80,8.50,0.19,4507.20,4539.80,4503.80,426,
2026-05-22,4521.00,-18.80,-0.41,4519.50,4530.30,4519.10,40,
2026-05-26,4500.40,-20.60,-0.46,4572.80,4572.80,4500.40,1261,
2026-05-27,4447.50,-52.90,-1.18,4439.70,4447.50,4439.70,81062,
2026-05-28,4499.30,51.80,1.16,4453.60,4512.60,4363.50,16427,
2026-05-29,4560.50,61.20,1.36,4494.00,4591.80,4487.90,1883,
2026-06-01,4475.20,-85.30,-1.87,4523.50,4541.40,4449.70,835,
2026-06-02,4489.10,13.90,0.31,4488.00,4529.50,4474.20,456,
2026-06-03,4436.70,-52.40,-1.17,4471.20,4471.70,4427.20,2913,
2026-06-04,4475.80,39.10,0.88,4447.40,4509.90,4447.40,480,
2026-06-05,4337.10,-138.70,-3.10,4472.30,4472.30,4319.10,4062,
2026-06-08,4335.90,-1.20,-0.03,4324.20,4340.90,4284.60,357,
2026-06-09,4260.00,-75.90,-1.75,4332.80,4344.50,4240.20,1292,
2026-06-10,4108.20,-151.80,-3.56,4200.00,4206.70,4100.00,525,
2026-06-11,4090.30,-17.90,-0.44,4042.90,4209.80,4031.00,1938,
2026-06-12,4215.00,124.70,3.05,4208.30,4225.30,4173.20,1167,
2026-06-15,4328.00,113.00,2.68,4271.20,4362.00,4269.10,1666,
2026-06-16,4330.90,2.90,0.07,4309.50,4345.80,4309.50,158,
2026-06-17,4358.90,28.00,0.65,4339.00,4377.00,4296.00,1961,
2026-06-18,4224.10,-134.80,-3.09,4279.80,4323.20,4223.70,738,
2026-06-22,4181.90,-42.20,-1.00,4138.80,4216.40,4134.80,1197,
2026-06-23,4129.90,-52.00,-1.24,4127.10,4135.20,4118.50,252,
2026-06-24,3990.30,-139.60,-3.38,4104.40,4104.70,3963.30,353,
2026-06-25,4030.50,40.20,1.01,3988.40,4030.50,3986.70,2724,
2026-06-26,4078.70,48.20,1.20,4078.70,4078.70,4078.70,1431,
2026-06-29,4022.30,-56.40,-1.38,4057.50,4070.00,4003.20,785,
2026-06-30,4022.90,0.60,0.01,4002.60,4049.70,3962.50,1108,
2026-07-01,4068.30,45.40,1.13,4013.10,4100.00,3963.00,1108,
2026-07-02,4112.70,44.40,1.09,4067.50,4140.10,4062.00,770,
2026-07-03,4187.30,61.60,1.49,4138.00,4208.30,4133.80,54673,2026-07-03 22:42 UTC
2026-07-06,4178.60,11.10,0.27,4176.40,4179.50,4174.60,699,2026-07-06 22:52 UTC
2026-07-07,4112.20,-45.20,-1.09,4106.50,4116.90,4104.00,1685,2026-07-07 22:45 UTC
2026-07-08,4085.30,2.90,0.07,4087.60,4089.20,4081.20,812,2026-07-08 22:41 UTC
2026-07-09,4132.20,-8.60,-0.21,4135.40,4136.80,4130.80,835,2026-07-09 22:57 UTC
2026-07-10,4128.90,-11.90,-0.29,4135.40,4144.60,4081.70,91801,2026-07-10 22:40 UTC
2026-07-13,4011.60,5.90,0.15,4005.90,4015.50,4005.80,710,2026-07-13 22:35 UTC
2026-07-14,4057.50,-12.20,-0.30,4059.80,4060.00,4054.80,883,2026-07-14 22:39 UTC
2026-07-15,4068.10,16.30,0.40,4068.90,4071.90,4066.60,817,2026-07-15 22:37 UTC
2026-07-16,3978.30,-13.80,-0.35,3980.10,3984.10,3978.20,666,2026-07-16 22:37 UTC
2026-07-17,4023.00,30.90,0.77,3980.10,4028.90,3963.00,110455,2026-07-17 22:31 UTC
2026-07-20,4013.50,-2.40,-0.06,4013.40,4014.70,4008.30,844,2026-07-20 22:39 UTC
2026-07-21,4085.00,8.60,0.21,4084.70,4086.30,4081.00,462,2026-07-21 22:35 UTC
2026-07-22,4131.30,-20.60,-0.50,4126.00,4133.00,4074.60,3213,2026-07-22 22:41 UTC
